,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2022-10-31 17:35:35+00:00,1587136213055856641,"Apple’s, $AAPL, first unionized workers say the company is withholding new benefits to them, per the Verge.",36,933962,327,unusual_whales
1,2022-10-31 17:04:58+00:00,1587128506768510977,"I know Twitter hates $AAPL. But I'll give this take anyway. The whole ""Apple stopped innovating after Jobs"" line is just bad and objectively wrong. Apple Watch, AirPods, AirTags, Apple TV, Apple Pay, advanced internal chip design, 6 services with 900 million subscriptions sold.",27,18823,378,joecarlsonshow
2,2022-10-31 16:47:09+00:00,1587124026585108484,"Carl Icahn bought a whopping $3.6bn of $AAPL at ~$17 (split adjusted) in 2013. He sold them all by March 2016, at a $2bn profit. Not bad, huh?But if he hadn’t sold, he’d be at 10x profit today (incl. div) &amp; own $36bn.🥹Meanwhile Buffett bought what @Carl_C_Icahn sold. 💎 🙌 https://t.co/RFKOFNBh5n",109,49153,727,ecommerceshares
3,2022-10-31 14:34:03+00:00,1587090530025947136,"They are literally flushing $NASDAQ here to slow down $AMC $GME. Reason I know is simply watching tape. Getting nasty 10+ downticks on index at random, wen stocks like $AAPL and $MSFT (biggest weights in the index) do not fall during this. Means fake price manipulation on $NASDAQ",65,13514,380,hftquant_
4,2022-10-30 21:15:33+00:00,1586829181362503687,Growth Dividend Stocks$PG Proctor &amp; Gamble🧼$ABBV Abbvie 💊$AAPL Apple📱$HD Home Depot👷🏻‍♂️$WM Waste Management♻️$MSFT  Microsoft 💻$COST  Costco 🛒$KO Coca-Cola🥤$MCD McDonalds 🍔$JNJ Johnson &amp; Johnson💊Do you own any of these? 👇🏻,35,17361,231,itsloganjones
5,2022-10-30 13:10:49+00:00,1586707194300760064,Next twelve months forward P/Es for the tech mega caps after last week’s earnings revisions.$AMZN $TSLA $NVDA $MSFT $AAPL $GOOGL $META https://t.co/PEuXvbTpf9,36,49153,250,ecommerceshares
6,2022-10-30 11:17:23+00:00,1586678648731467778,Apple CFO Luca Maestri out here making capital management sound like fine Italian arts 🤌🏾 $AAPL just built different  https://t.co/1HoIibDiLz,609,17008,4435,thomasg_grizzle
7,2022-10-30 11:13:58+00:00,1586677786638487552,"$MSFT, $AMZN, $AAPL and GOOG all reported earnings this week. Any key takeaways you took from their earnings calls? https://t.co/zj4sbEkNcl",164,22674,838,TheTranscript_
8,2022-10-29 22:04:11+00:00,1586479032916660224,Study these Bullish Reversal Patterns to improve your trading! $SPY $QQQ $TSLA $AAPL https://t.co/Xw4ox2IcoC,139,36177,591,MapleStax
9,2022-10-29 20:05:02+00:00,1586449048612937728,"$META If u bought Meta’s stock on opening IPO day back in 2012 &amp; held all the way to today, u would be up a “whopping” 100%!If u did the same with the other Generals you would be up…$MSFT 295,000%$AMZN 159,000%$AAPL 120,000%$TSLA 22,900%$GOOG 4,000%Mark is uninvestable",31,17309,367,Mr_Derivatives
10,2022-10-29 15:56:30+00:00,1586386501633331201,Apple Revenue (Billions)2022(est): 3992021: 3782020: 2942019: 2682018: 2662017: 2292016: 2162015: 2342014: 1832013: 1712012: 1572011: 1082010: 652009: 432008: 372007: 252006: 192005: 142004: 8.32003: 6.22002: 5.72001: 5.42000: 8.01999: 6.11998: 5.9$AAPL,106,492315,555,charliebilello
11,2022-10-29 05:31:17+00:00,1586229163278893057,"*APPLE STOCK FINISHES UP 7.6%, BIGGEST ONE-DAY GAIN SINCE 2020$AAPL https://t.co/gZOscBDsnK",62,913296,571,Investingcom
12,2022-10-29 04:03:36+00:00,1586207094688010241,$AAPL Our review of Apple's FY22 report is out!https://t.co/kgAuc7lZcW,114,90683,680,EconomyApp
13,2022-10-29 01:37:01+00:00,1586170205914693633,"Record oil profits getting bashed hard by politicians - please just shut up. Within the past 36 months, 100+ energy companies went bankrupt. $AAPL and $XOM had almost the exact same net income. Where is the outrage at the high cost of IPhones? Hypocrisy!!! https://t.co/bLuQooPLRs",72,23334,447,pickeringenergy
14,2022-10-28 20:07:36+00:00,1586087305391267840,"Apple, $AAPL, closes up 7.6% in biggest one-day gain since July 2020.",52,933962,589,unusual_whales
15,2022-10-28 20:06:32+00:00,1586087035932217347,I added a new short position today with $AAPL to the Hedge Fund Telemetry Trade Ideas sheet,11,97787,294,TommyThornton
16,2022-10-28 20:02:00+00:00,1586085897291714560,*APPLE CLOSES UP 7.6% IN BIGGEST ONE-DAY GAIN SINCE JULY 2020 $AAPLAPPLE SAVES THE DAY ONCE AGAIN,37,197614,687,gurgavin
17,2022-10-28 19:56:12+00:00,1586084437627904001,$AAPL said they expect 1Q rev growth to decelerate Q/Q - the first full quarter with a new iPhone and holiday season.  Is this bullish?,23,97787,270,TommyThornton
18,2022-10-28 19:06:44+00:00,1586071986718900225,$AAPL returned $29bn in cash to shareholders last quarter. That is $238 per US household. In just one quarter.Let that sink in.“The 🍎 stimmy”. https://t.co/pMkTqlTBeK,30,49153,322,ecommerceshares
19,2022-10-28 19:00:03+00:00,1586070305172115456,"Today's rally, brought to you by a mass investor sigh of relief to not only have $AAPL rally on earnings, but to have the trillion-Dollar companies be done reporting. Investors have cleared some major hurdles. Add in hope of one more rate hike and done, and its been a beauty.",42,164402,671,GarethSoloway
20,2022-10-28 18:41:08+00:00,1586065545345916928,"Those chasing $AAPL must not have listened to the conference call. CFO said Q1 revenue will decelerate compared to September quarter. He also said Mac revenue will decline substantially in holiday quarter. So much for ""forward looking.""",41,32385,308,BP_Rising
21,2022-10-28 17:40:31+00:00,1586050291417632768,$AAPL BE LIKE https://t.co/qCm5Nu7wkS,230,197614,2301,gurgavin
22,2022-10-28 16:53:16+00:00,1586038399101587456,Choose your fighter $AAPL $MSFT $GOOG $AMZN https://t.co/xuFb79NbMy,5110,90683,25688,EconomyApp
23,2022-10-28 14:58:56+00:00,1586009625505443840,*APPLE STOCK JUMPS 7% AFTER EARNINGS$AAPL https://t.co/1gGb7kBnNJ,84,913296,402,Investingcom
24,2022-10-28 14:50:55+00:00,1586007611756773376,"I've been involved in markets for 25 years. I have never seen a more detached reaction to a $0.03/share beat &amp; lowered guidance than what's happening w/ $AAPL. I realize it's EOM and long only funds are desperate for anything to pump, but &lt;$155 is a gift short for me.",45,25313,701,RJRCapital
25,2022-10-28 14:25:46+00:00,1586001279515787264,APPLE SAVES THE STOCK MARKET AGAIN $AAPL https://t.co/PIMGiaOavd,112,197614,1176,gurgavin
26,2022-10-28 13:45:00+00:00,1585991022496063494,R.I.P. to the idiots who sold $AAPL on the earnings headline yesterday,9,308520,221,RampCapitalLLC
27,2022-10-28 13:31:38+00:00,1585987656449552384,"“I only invest in the big growth companies… You know, Amazon, Apple, Google…”—Investors not monitoring “the big growth” very closely$Meta $Amzn $Aapl $Goog $Nflx $TSLA",65,119081,502,ICannot_Enough
28,2022-10-28 12:52:42+00:00,1585977858635141120,"$AAPL numbers were solid. +8% revenues, EPS +4% as cost up quite a bit (pace slowed though). Guidance ok. Very impressive Mac &amp; AirPods sales, shows people will rush-to-buy when they launch truly upgraded products, but not when they don’t (eg iPad). Cash return $29bn this Q 😃. https://t.co/CjqTOy8VV6",46,49153,452,ecommerceshares
29,2022-10-28 07:09:00+00:00,1585891363752656896,"🐳 news:- Elon buys Twitter, becomes CEO- Elon: reverse lifetime Twitter bans- Twitter engineers currently no access to code- $AMZN 📉, $META 📉, $PINS 📈, $AAPL flat- Jim Cramer admits $META wrong- China says wants to work with US- Futures: https://t.co/nH5RI94Tsz",88,933962,427,unusual_whales
30,2022-10-28 04:16:37+00:00,1585847983630823425,Tesla gets more impressive as the earnings reports come in. $tsla $aapl $amzn,44,274911,362,GerberKawasaki
31,2022-10-28 03:46:23+00:00,1585840376350318592,"Arm is anti-competitive and monopolistic!Arm Changes Business ModelOEM Partners Must Directly License From ArmNo More External GPU, NPU, or ISP’s Allowed In Arm-Based SOCs After 2024Kills Samsung AMD GPU licensing dealMediatek $ARM $QCOM $AAPL $AMDhttps://t.co/PWAJKIkOsW",109,14457,314,dylan522p
32,2022-10-28 03:08:38+00:00,1585830875975061504,I was wondering why $AMZN $META $AAPL can approach what feel like negative share values (like oil in 2020 🤣) and the S&amp;P just sits there in a coma. I finally figured it out after I dug into the index composition. Looks like it became a levered index too. https://t.co/TQDgsmKVJy,34,16069,318,MoMoBagholder
33,2022-10-27 23:02:20+00:00,1585768889400496128,"Q3 Revenue Growth, YoY % Change...Tesla $TSLA: +56%Amazon $AMZN: +15%^Microsoft $MSFT: +11%S&amp;P 500 $SPY: +11%Apple $AAPL: +8%^Google $GOOGL: +6%*Netflix $NFLX: +6%*Facebook $META: -4%*Slowest in company history.^Slowest since 2020.",179,492315,765,charliebilello
34,2022-10-27 21:58:09+00:00,1585752737966223360,I'm gonna let you in on a little secret...you can't say the market is forward looking and then bid up the stock of a company that just guided down without specifics. $AAPL is done.,25,25313,454,RJRCapital
35,2022-10-27 21:30:33+00:00,1585745791653535745,"""Given macro uncertainty, we are not providing revenue guidance but are sharing directional insight... Overall we think company YoY revenue performance will decelerate next quarter vs. this quarter.""-- $AAPL CFO Luca Maestri",51,56980,335,blakestonks
36,2022-10-27 21:21:52+00:00,1585743608451239938,$AAPL Apple Q4 FY22:Key metrics:• Net sales +8% Y/Y to $90.1B ($1.4B beat).💳 Services +5% Y/Y to $19.2B.📱 Products +9% Y/Y to $71.0B.• Operating margin 28% (-1pp Y/Y).• Operating cash flow margin 31% TTM.• EPS $1.29 ($0.02 beat). https://t.co/P9blfNPvys,276,90683,1340,EconomyApp
37,2022-10-27 20:59:13+00:00,1585737908715417600,"$AAPLFun FactAAPL is only 20% down from highs after all the craziness this year while $AMZN $MSFT are  down 50% and 40% and growth stocks down 80% or more$AAPL Investors still in better shape, $AAPL holds the market, what a beast!!! https://t.co/aqtBEEVsw9",30,300586,285,ripster47
38,2022-10-27 20:48:21+00:00,1585735173508767744,"$AAPL results are better than they look. Stock is flat in after-hours. iPhone grew at 10% below Street at 12%.Cooks says they're constrained on Pro models. The Pro models are 3-4 weeks out. We're 6 weeks into the cycle, and typically we would be seeing around 1 week.",25,43173,340,munster_gene
39,2022-10-27 20:43:16+00:00,1585733892166004736,"$AMZN (-20% AH) huge miss will cast a pall over other consumer durable names tomorrow after guiding to weak holiday 4Q revs (+5% YoY vs +13% YoY E). $AAPL SQ results looked fine, but stock will depend on DQ sales guide on the conf call.NDX -1.5% AH",34,251237,465,garyblack00
40,2022-10-27 20:37:54+00:00,1585732543382683648,"JUST IN: Apple $AAPL reports $90.15 billion in revenue for Q3 2022, 1.7% above expectations.",274,1550763,2144,WatcherGuru
41,2022-10-27 20:37:44+00:00,1585732502467100675,Apple revenues increased 8% over the prior year. $AAPL https://t.co/bYPhC9gMJ9,80,492315,370,charliebilello
42,2022-10-27 20:32:58+00:00,1585731300375384064,New Apple logo just dropped $AAPL https://t.co/QJdaddvka4,16,308520,259,RampCapitalLLC
43,2022-10-27 20:31:01+00:00,1585730811873091589,$AAPL earnings:EPS $1.29 vs. $1.27 Est. Revs. $90.15B vs. $88.90B Est. https://t.co/E9SOE2vkCK,46,933962,409,unusual_whales
44,2022-10-27 20:30:38+00:00,1585730715022344192,$AAPL APPLE EARNINGS $90.15 B REV EST $88.64 BILLIONEPS $1.29  EST  $1.26,54,197614,633,gurgavin
45,2022-10-27 20:30:14+00:00,1585730615185244161,EARNINGS: Apple Q4 EPS $1.29 vs. $1.27 Est.; Q4 Revs. $90.15B vs. $88.90B Est. • $AAPL https://t.co/PFTHjGBr37 https://t.co/yYNuePjq85,231,775388,531,CNBCnow
46,2022-10-27 20:24:41+00:00,1585729217186385920,$AAPL got my mom out at the top. You know the “financial advisers” ain’t doing that for them… https://t.co/i3fz8EwKZy,36,147656,1016,LadeBackk
47,2022-10-27 20:19:49+00:00,1585727991795003392,"I don't remember the last time I've ever seen $AMZN down 22% the day of its earnings? Man, I'm getting hammered. First my $GOOG, then $META and now my $AMZN and likely my $AAPL after that. My portfolio is crying tonight. $TSLA https://t.co/12AEpXUbMv",10,68072,308,squawksquare
48,2022-10-27 20:09:30+00:00,1585725398020677635,"#Investors loved when $AAPL $AMZN $MSFT $META $TSLA $GOOGL made up basically 50% of the #NASDAQ100 and carried the market higher for years. Now it is time to pay the piper. Live by the sword, die by the sword.",74,164402,781,GarethSoloway
49,2022-10-27 20:07:48+00:00,1585724968947814401,Study these Supply &amp; Demand reactions! $SPY $QQQ $TSLA $AAPL https://t.co/P2Mp9nBPq9,98,36177,427,MapleStax
50,2022-10-27 20:07:27+00:00,1585724878879043584,PRAYER CIRCLE:                    🕯      🕯           🕯                      🕯                     $AAPL        🕯     EARNINGS   🕯                      PUMP           🕯                      🕯                    🕯      🕯,16,118342,222,WOLF_Financial
51,2022-10-27 19:54:43+00:00,1585721676087844864,Moment of Truth! $AAPL 🍎 https://t.co/KL1jnrvRsA,83,264634,516,TrendSpider
52,2022-10-27 19:49:44+00:00,1585720422074830848,If $AAPL and $AMZN don’t beat earnings after the bell we’re all gonna die,86,308520,1513,RampCapitalLLC
53,2022-10-27 19:11:08+00:00,1585710708955693056,"Earnings are in less than an hour.  Don’t need my blessings .. if ur bearish, I wish u best of luck 🍀 God speed ☮️I personally just think if $aapl gonna crash, the powers that be won’t let that happen today. May be after mid terms once recession begins (officially).",15,137385,364,TicTocTick
