,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2019-06-11 19:45:22+00:00,1138532698195202050,"The stock market is lacking leadership as big tech names like $FB, $AAPL and $GOOGL struggle. But now there’s a dovish #FederalReserve. Is that enough for a breakout? Listen for more. https://t.co/pyisgM048t",21,20067,313,TradeStation
1,2019-05-30 14:17:41+00:00,1134101577772523520,Price to Sales Ratios...Tesla $TSLA: 1.4Apple $AAPL: 3.3Amazon $AMZN: 3.8Google $GOOGL: 5.7Microsoft $MSFT: 8.0Facebook $FB: 9.0Netflix $NFLX: 9.6Tilray $TLRY: 65Beyond Meat $BYND: 65,167,492316,650,charliebilello
2,2019-05-21 20:52:35+00:00,1130939466712014848,"Revenue Growth, YoY...$TSLA: 33%$FB: 26%$TWTR: 18%$AMZN: 17%$GOOGL: 17%$MSFT: 14%$AAPL: -5%Price to Sales Ratio...$TWTR: 9.2$FB: 9.1$MSFT: 8.1$GOOGL: 5.9$AMZN: 3.9$AAPL: 3.5$TSLA: 1.6",61,492316,197,charliebilello
3,2019-05-21 20:21:02+00:00,1130931528652001283,Price to Sales Ratios...5 years ago:$TWTR: 21.4$FB:  16.7$TSLA: 11.5$GOOGL: 6.3$MSFT: 4.0$AAPL: 3.1$AMZN: 1.8Today:$TWTR: 9.2$FB: 9.1$MSFT: 8.1$GOOGL: 5.9$AMZN: 3.9$AAPL: 3.5$TSLA: 1.6 https://t.co/4jlogr1Wme,93,492316,284,charliebilello
