,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2019-09-16 11:57:39+00:00,1173566614178029568,"Yesterday was the 11th anniversary of the Lehman bankruptcy. Returns if you bought tech stocks at the close that day &amp; held to today...$NFLX: +7,225%$AMZN: +2,278%$NVDA: +2,022%$AAPL: +1,150%$CRM: +1,017%$V: +1,006%$ADBE: +631%$MSFT: +568%$GOOGL: +471%$SPY: +215% https://t.co/MtbnSAMiEH",82,492316,169,charliebilello
