,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2022-04-16 18:01:00+00:00,1515389811695136769,"Reminder, Amazon, $AMZN, reportedly needs more workers to staff warehouses. So, the company will launch a massive new drive to recruit teens from high schools.",43,933951,440,unusual_whales
1,2022-04-16 17:12:08+00:00,1515377514692153350,How can any company compete with this?$amzn https://t.co/POOeR1eUob,48,17039,370,_inpractise
2,2022-04-16 16:05:00+00:00,1515360619263717379,Different investment types have different goalsYou can have a MIXED plan as well and be VERY successfulDividends$KO$MO$HD$V$SBUXBlue Chip$AAPL#MSFT $GOOGL$AMZNGrowth$TSLA$NVDA$CRWD$SQ$SHOPREITs$O$STOR$PSA$STAGWhich is your GO TO type? https://t.co/u3BBdzltPe,65,81638,311,Dividend_Dollar
3,2022-04-16 14:22:05+00:00,1515334721835872268,Some of the biggest companies are on/near potential support. Earnings in about 2 weeks for most of them. These 4 names make up almost 28% of $QQQ$MSFT $AMZN $GOOG $FB https://t.co/CXNprLoffY,45,49459,250,alphacharts365
4,2022-04-16 14:21:50+00:00,1515334657209942019,"Returns, Last 10 Years..Bitcoin $BTC: +820,509%Tesla $TSLA: +14,628%NVIDIA $NVDA: +6,207%Netflix $NFLX: +2,190%Amazon $AMZN: +1,491%Domino's $DPZ: 1,105%AMD $AMD: +1,075%Microsoft $MSFT: +1,011%Apple $AAPL: +768%Google $GOOGL: +678%S&amp;P 500 $SPY: +282%Gold $GLD: +13%",226,492314,736,charliebilello
5,2022-04-16 13:07:06+00:00,1515315850642817025,GOOD LORD...Earnings Season upon usThis week notables: $NFLX $TSLA Following week: $MSFT $GOOG $AMZN $AAPL $TWTR $FB OH MY. PLACE YOUR BETS. https://t.co/inKwmbCLps,66,144896,310,The_RockTrading
6,2022-04-16 12:20:58+00:00,1515304241828712451,"$AAPL Mac Sales had stagnated for almost 7 years until Apple introduced their own high performing in-house M1 Chips in 2020. This is what great leadership does, short term pains for long term gains. $AMZN , $TSLA and $FB are now all working on their own chips because of this. https://t.co/jCnsbuK2Aw",20,38195,203,qcapital2020
7,2022-04-15 14:15:26+00:00,1514970657339105281,#earningsseason  https://t.co/lObOE0dgsr $TSLA $AAPL $AMD $FB $BAC $NFLX $MSFT $AMZN $PYPL $HAL $CLF $SCHW $XOM $GOOGL $JNJ $AAL $CL $SNAP $BK $T $SOFI $TWTR $UPS $LMT $F $INTC $NUE $UPST $BA $IBM $PG $AA $VZ $SQ $SHOP $JBHT $CVX $ASML $UAL $ROKU $QCOM $DIS $PFE $SYF $KO $SI https://t.co/YtataqXsBh,458,391860,1275,eWhispers
8,2022-04-14 17:21:39+00:00,1514655134579499046,"Borrow 2022 dollars, repay in 2062 dollars. One foot hurdle for $AMZN. https://t.co/Jf0mwZxhmG",34,14121,333,sidecarcap
9,2022-04-14 12:00:58+00:00,1514574430814543873,"1/7 Andy Jassy just published his first letter to shareholders as CEO of $AMZN. While reading the letter, one could sense the guy was running AWS before taking the CEO job. Here's my notes.",39,112146,398,borrowed_ideas
10,2022-04-14 01:20:54+00:00,1514413351283081221,"$AMZN compounding at 20% for 20 years puts it at 17.8 Trillion in revs in 2041.To grow 20% the following year would tack on another $3 trillion in sales.  the US economy is 21 trillion.  so, if the USD becomes toilet paper, maybe. But yeah, ‘high conviction’ https://t.co/7ODqkA5v10",6,12426,208,fundiescapital
11,2022-04-14 00:06:39+00:00,1514394669064626179,"Peter Lynch, one of the best to ever do it. Amazing 📺 ▪️Market volatility and drawdowns ▪️Being prepared for a downturn ▪️Know what you own▪️You don’t need to be early to make great returns $SPY $QQQ $AAPL $MSFT $GOOGL $TSLA $AMZN https://t.co/FRTSjYv39m",59,33592,288,rhemrajani9
12,2022-04-13 22:50:16+00:00,1514375446099542017,Jeff Bezos demoing Amazon's $AMZN website in 1997 https://t.co/HYGTYEgk5M,54,110679,297,TickerHistory
13,2022-04-13 18:10:47+00:00,1514305112889565189,The valuations of $MSFT $AMZN $GOOGL are extremely reasonable Quite confident one beats the market over a 3 year frame holding just those 3.,13,10934,390,SixSigmaCapital
14,2022-04-13 17:59:15+00:00,1514302207520354309,this will get passed on to the consumer &gt;&gt;$AMZN &gt;&gt; Amazon Adds 5% Fuel and Inflation Surcharge for Its Sellers https://t.co/mNfvTPfjWm https://t.co/p6wwaStUzT,47,257423,256,chigrl
15,2022-04-13 17:06:37+00:00,1514288961899974658,*AMAZON TO CHARGE SELLERS 5% FUEL &amp; INFLATION SURCHARGE $AMZN,229,619341,1273,DeItaone
16,2022-04-12 17:57:57+00:00,1513939494134706178,"Amazon, $AMZN, reportedly desperately needs more workers to staff warehouses. The company will launch a massive new drive to recruit teens from high schools.",74,933951,965,unusual_whales
17,2022-04-11 17:33:19+00:00,1513570906055983106,"Now $GOOG, $AMZN, $TSLA, and $SHOP all splitting their stocks. Tis the season before annual meetings to increase authorized shares to allow 10:1 and 20:1 splits.  Remember Aug 2020. https://t.co/z0f0CAPyep",82,251236,955,garyblack00
18,2022-04-11 14:05:00+00:00,1513518480385056774,Great inflation hedge from $AMZN: borrowing billions of dollars for 40 years at 1.55% spread above Treasurys https://t.co/4htSqaQBGQ https://t.co/0flPv65Hzl,45,24559,367,JackFarley96
19,2022-04-10 22:58:32+00:00,1513290361061273600,$AMZN Bezos and $TSLA Musk discussing making $TWTR HQ a homeless shelter: https://t.co/NZXq851K0o,123,933951,1804,unusual_whales
20,2022-04-09 19:50:12+00:00,1512880578114195456,"Amazon, $AMZN, seeks election re-run, says New York union organizers gave out marijuana.",81,933951,957,unusual_whales
21,2022-04-08 21:12:22+00:00,1512538869207474176,"$SPY closing back under daily 200sma is not great at all.  And they ask why$AMZN is going to $2,800$NVDA is going to low $200’s$AAPL is going to $160’s $TSLA is going to $8-900🤫 Never listen, just FOMO later",32,23924,320,Trader_Joe_LPP
22,2022-04-08 14:17:55+00:00,1512434566753136646,Current convictions: Mega cap tech: $GOOGL $AMZN $FB $MSFTGARP tech: $ADBE $CRM $VEEV $EVONon-tech high quality: $ALGN $POOL $XPEL $FIVE $DPZ $SHWGrowth: $MELI $DOCN $RBLX $SE $UPSTHypergrowth SaaS: $DDOG $CRWD $ZI,59,11477,489,Lion_Investor1
23,2022-04-07 18:03:14+00:00,1512128882807382027,"Took over Waifu’s account at $8001 week later… $10,017.82 (1057.2%) All TAE 🔱 trades 😈 $AMZN $TSLA $QQQ https://t.co/WtyfmgX6i1",19,48769,311,HarryWangEra
24,2022-04-05 11:00:36+00:00,1511297746661253120,"Breaking - Amazon $AMZN signed the biggest rocket deal in the commercial space industry's history, for up to 83 launches of its Project Kuiper internet satellites.The contracts are worth billions in total for ULA, Arianespace, and Blue Origin:https://t.co/CzHgyYPBWN",154,172439,818,thesheetztweetz
25,2022-04-04 17:07:36+00:00,1511027719999528969,"Top 10 stocks owned by hedge funds:Data from the beginning of Q1.1. $AMZN2. $MSFT3. $FB4. $GOOG5. $V6. $UBER7. $MA8. $AAPL9. $BRKB10. $UNHIf you are looking for stocks ideas, this list is a good place to start.",51,30803,300,cadeinvests
26,2022-04-03 18:43:50+00:00,1510689550460280832,"$FB $AAPL $AMZN $MSFT $GOOGL $TSLA $NVDAAmong the above, which stocks will you still hold for another 5 years?",33,63300,387,LuoshengPeng
27,2022-04-03 16:06:03+00:00,1510649841592020997,$AMZN Very RARE Trading SetupWe have the TW Nirvana setup on the Monthly charts last seen in 2015 which led to an explosive rally!Plan:3500C &gt; 3343.99The R/R to the upside here is just stupendous❤️if you're in! https://t.co/f6bmf1Aqb3,32,100600,366,TradingWarz
