,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2019-09-27 13:53:57+00:00,1177582151442657280,Keep an eye on $AMZN.  It just broke down from a 4-year support. Pockets of this market are starting to fall apart:Busted IPOs.Cancelled IPOs.Small caps.Micro caps.FANGs.Software stocks. It all looks done for this business cycle. https://t.co/jeGsYpBNsI,183,153632,514,TaviCosta
1,2019-09-18 17:36:14+00:00,1174376598142742529,Advice to my 21 yr old self:11) Buy $AMZN and $MNST Calls.,6,42363,222,DeepSailCapital
2,2019-09-16 11:57:39+00:00,1173566614178029568,"Yesterday was the 11th anniversary of the Lehman bankruptcy. Returns if you bought tech stocks at the close that day &amp; held to today...$NFLX: +7,225%$AMZN: +2,278%$NVDA: +2,022%$AAPL: +1,150%$CRM: +1,017%$V: +1,006%$ADBE: +631%$MSFT: +568%$GOOGL: +471%$SPY: +215% https://t.co/MtbnSAMiEH",82,492316,169,charliebilello
3,2019-09-14 20:43:14+00:00,1172974108298158081,"Top S&amp;P 500 stocks, last 10 yrs:Netflix $NFLX: +4,730%MarketAxess $MKTX: +3,390%TransDigm $TDG: +2,330%Abiomed $ABMD: +2,240%Amazon $AMZN: +2,080%Broadcom $AVGO: +1,930%Ulta Beauty $ULTA: +1,540%Extra Space: $EXR +1,540%Constellation $STZ: +1,340%Mastercard $MA: +1,290%",75,492316,272,charliebilello
4,2019-09-14 16:14:41+00:00,1172906525603631104,"Best Performing Stocks in S&amp;P 500, last 5 yrs...NVIDIA $NVDA: +890%AMD $AMD: +675%Abiomed $ABMD: +642%MarketAxess $MKTX: +482%Amazon $AMZN: +455%Take-Two $TTWO: +432%MSCI $MSCI: +424%Copart $CPRT: +389%Global Payments $GPN: +373%Total System Services $TSS: +344%",69,492316,218,charliebilello
