,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2019-12-28 13:32:56+00:00,1210916543216963584,A look at #earnings for January 2020https://t.co/lObOE0dgsr $AMZN $AAPL $AMD $TSLA $NFLX $FB $MSFT $BABA $CMC $INFO $STZ $BBBY $TEUM $WBA $TWTR $JPM $SNAP $LW $BAC $BA $SHOP $MCD $UNH $APHA $FCEL $PYPL $INTC $GE $LEN $CLF $C $V $MA $BYND $DAL $SBUX $GS $ABBV $JNJ $DPZ $WFC https://t.co/8HlGi03s3G,307,391860,630,eWhispers
1,2019-12-22 13:05:37+00:00,1208735341030576131,"I think I’ll do a video Monday about my next stock that can go $50-$100 points in the next month.  So far, I did three this year.  $aapl &amp; $msft which worked great and $TSLA that was a beast.  I have a new calculated set up to share 👍😉😎(did anyone play the past 3 names?)",28,186008,374,RedDogT3
2,2019-12-19 14:25:00+00:00,1207668155142807553,Largest Market Cap Increases in 2019:$AAPL $497B$MSFT $398B$GOOG $214B$FB $204B$AMZN $147B$JPM $114B$V $112B$MA $103B$DIS $100B$PG $79BThe top 10 combine for nearly $2T in market cap increase.,118,308521,515,RampCapitalLLC
3,2019-12-19 12:24:53+00:00,1207637925892173825,New Post: Warren Buffett 1997 Email Exchange on Microsoft | Saber Capital Management $MSFT $FB $GOOG https://t.co/IKOTYq02jq,51,38785,240,JohnHuber72
4,2019-12-05 22:09:01+00:00,1202711498436628490,"A recent @CharlesSchwab report revealed that $GBTC was in the top 5 holdings for millennial investors, even more than Disney $DIS, Microsoft $MSFT, Netflix $NFLX, Berkshire Hathaway $BRK, and Alibaba $BABA https://t.co/KdirsItHgw",103,576026,343,Grayscale
