,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2021-07-12 01:52:18+00:00,1414402202441945092,TW #FocusList 🛰️$AAPL Calls &gt;145.65 | Puts &lt;142.65$AMZN Calls &gt;3760 | Puts &lt;3675.74$AVGO Calls &gt;480.88 | Puts &lt;470.12$CHWY Calls &gt;85.61 | Puts &lt;83.94$MSFT Calls &gt;278.05 | Puts &lt;274.87$ROKU Calls &gt;434 | Puts &lt;424.34Good luck traders!! https://t.co/IUQbNeabVu,114,136789,898,ThetaWarrior
1,2021-07-08 17:44:10+00:00,1413192196489203715,"$MSFT will be giving it's employees a $1,500 pandemic bonus, which will cost them a total of $200M",36,293971,419,MarketRebels
2,2021-07-07 17:26:18+00:00,1412825315097792515,Jeff Bezos stepping down and Andy Jassy taking his place tells you where Big Tech thinks we are in the cloud cycle (i.e. early). $AMZN $MSFT $GOOGL $BABA #Bezos,27,114277,335,Beth_Kindig
3,2021-07-06 20:18:04+00:00,1412506153226018822,Over the past 5Y: - $FB +200%- $NFLX +458%- $AAPL +485%- $MSFT + 430%- $GOOGL +250%- S&amp;P 500 +103%,51,49137,653,InvestmentTalkk
4,2021-07-06 13:29:00+00:00,1412403206429327360,"One of the best skills you can learn as an investor is to add to winners. As Peter Lynch would say:“Selling your winners and holding your losers is like cutting the flowers and watering the weeds.""Here are my buys of $MSFT as it approaches its 5-yr anniversary in my portfolio https://t.co/GFRbMbcRlX",26,31114,272,Matt_Cochrane7
5,2021-07-06 13:19:50+00:00,1412400902628003841,"$MSFT shares are up 375.6% since Bill Gates stepped down from the CEO role in January 2000. Most of it after 2016.$AAPL up 918.3% since Steve Jobs' August 2011 retirement. $GOOGL Larry Page stepped aside in 2019, has experienced a 92% increase$AMZN next?",29,52893,279,mukund
6,2021-07-05 04:17:36+00:00,1411902053450932227,What's the top 10 largest U.S. stocks in 2031?Current top 10 largest U.S. stocks by market cap1 Apple $AAPL2 Microsoft $MSFT3 Google $GOOGL4 Amazon $AMZN5 Facebook $FB6 Berkshire $BRK.B7 Tesla $TSLA8 Nvidia $NVDA9 Visa $V10 JPMorgan $JPMGive me your 2031 top 10 👇,97,57418,968,BahamaBen9
7,2021-07-01 13:07:17+00:00,1410585801205768193,Q2 2021 Portfolio Update: $LBRDK $TDG $GFL $CSU.TO $INFO $MSFT $FB $PVF.UN $SYK $MA $HEI $MTCH $LVMUY $CGNX $ADSK $CHE $BAM $AMAT $NOW $RICK $TSM $IBP $RADI $FTCH Q2 Return ($CAD): 7.89% (SPX 6.95%)YTD: ($CAD): 12.75% (SPX 12.05%)LTM: ($CAD): 39.66% (SPX 28.13%)1/2 https://t.co/rq17WPsc9G,7,44057,222,PythiaR
8,2021-07-01 01:43:21+00:00,1410413686754271235,FREE #Options Ideas 🤯Scale out when above 25% Profit$RBLX   93C &gt;92.22 | 90P&lt;90.11$PTON  128C &gt;125.51 | 122P&lt;123.44$MSFT   272.5C &gt;271.31 | 267.5P&lt;269.67$TWTR  70C &gt;69.06 | 66P&lt;68.31You can use the break out or drill down method122 ❤️unlocks new challengers https://t.co/52StTUkA5e,21,100599,352,TradingWarz
9,2021-07-01 01:03:02+00:00,1410403541399842821,One great thing about investing is that you don’t have to choose sidesYou can own competing companies like:$VZ &amp; $T$KO &amp; $PEP$HD &amp; $LOW$WMT &amp; $TGT$AAPL &amp; $MSFT$AMZN &amp; $SHOP,36,55423,268,BusinessFamous
10,2021-06-30 12:16:34+00:00,1410210650962472961,If you had invested $1000 in Microsoft's $MSFT IPO on March 13th 1986 and held to today you'd have $3.68M,31,32533,241,BullishRippers
11,2021-06-29 00:55:00+00:00,1409676740843212801,Welcome to the trillion dollar club @Facebook $AAPL $2.249T$MSFT $2.024T$AMZN $1.737T$GOOGL $1.671T$FB $1.008T,41,293971,201,MarketRebels
12,2021-06-28 19:39:36+00:00,1409597367909761029,Facebook joined the $1 trillion market cap club today.$FBAlong with $AAPL $AMZN $MSFT $GOOGLI own all 5 in my IRA.,34,134283,515,cperruna
13,2021-06-28 15:54:27+00:00,1409540707530985473,Microsoft's $MSFT monthly chart just makes you stop in awe. A casual 30.5% CAGR since 2013. Nothing off-the-beaten-path or esoteric about the company.Mega-cap stock in plain sight. https://t.co/1EChr2fe0x,22,31244,200,marketplunger1
14,2021-06-27 15:27:22+00:00,1409171502939869191,Last 5 years$WMT 93%$JPM 159%$FB 205%$GOOGL 258%$AMZN 387%$MSFT 432%$AAPL 470%$NFLX 496%$MU 521%$LRCX 666%$NOW 675%$PYPL 726%$TWLO 1359%$NVDA 1565%$TSLA 1639% $AMD 1655%$ROKU 1734%$TTD 2426%$SQ 2636%$SHOP 4969%Which stock will bring 1000%+ next 5 years? 🧐,88,12628,540,PeterTrader99
15,2021-06-26 18:48:40+00:00,1408859774318309378,"Wondering if $AAPL still has more fuel in the tank?Exhibit A) $FBExhibit B) $MSFTBoth stocks broke out from the same pattern and went on to make new highs over the following weeks/months. These large patterns take TIME to play out, and AAPL is just in the 1st inning. https://t.co/l3I6sRuZsN",29,136789,317,ThetaWarrior
16,2021-06-24 18:55:25+00:00,1408136698756730884,💰💰💰$1000 of $MSFT earns $8.40 dividends/year$1000 of $NEE earns $20.80 dividends/year$1000 of $KO earns $31.00 dividends/year$1000 of $PM earns $48.00 dividends/year$1000 of $XYLD earns $93.50 dividends/yearDo you buy from the top of this list or the bottom?,76,55423,545,BusinessFamous
17,2021-06-24 17:30:00+00:00,1408115201589714951,"$FB &amp; $GOOGL are a tax on startups, $V &amp; $MA on commerce, $AAPL on mobile apps, $ICE &amp; $NDAQ on markets, $AMZN &amp; $MSFT on cloud compute, $NFLX &amp; $DIS on entertainment, $CHTR &amp; $CMCSA on broadband, $SPGI &amp; $MCO on data, $HCA &amp; $UNH on HC, $WM &amp; $WCN on waste; become a tax",47,41356,382,JSCCapital
18,2021-06-22 19:19:31+00:00,1407417987372523520,$MSFT Hits $2 Trillion Market Cap 🔥,15,69125,195,BigBullCap
19,2021-06-17 22:29:40+00:00,1405653901664264197,Why Xbox Game Pass is Microsoft's biggest opportunity since Windows itself. https://t.co/HFcpYGipGb #Xbox $MSFT,50,101586,477,WCGamingTweets
20,2021-06-16 22:38:38+00:00,1405293768262098951,"Satya Nadella was just named Chairman of Microsft's Board. Since Nadella took over the CEO role from Steve Ballmer in Feb 2014, $MSFT has added more than $1.6T to its market cap. Even with the gains, his net worth is only $800m. Lesson: You don't get rich being an employee. https://t.co/luuvFXTsOA",129,507114,1895,TrungTPhan
